country,subnational,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2012_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020
India,Andaman and Nicobar,Nicobar Islands,0,72679,72679,72679,587,240,502,409,67,230,242,75,62,327,357,37,0,0,,0,0,0,4,44,54
India,Andaman and Nicobar,Nicobar Islands,0,72679,502,46804,587,237,499,394,66,2284,228,74,62,325,355,37,0,0,6,0,0,0,2,40,46
India,Andaman and Nicobar,Nicobar Islands,5,72679,4946,46205,587,236,499,394,66,2283,228,74,6,325,355,37,0,0,6,0,0,0,2,40,45
India,Andaman and Nicobar,Nicobar Islands,20,72679,49054,45955,587,236,499,393,66,2283,228,74,6,325,355,37,0,0,6,0,0,0,2,39,44
India,Andaman and Nicobar,Nicobar Islands,25,72679,48547,45598,587,236,499,392,66,2282,228,74,6,325,355,37,0,0,6,0,0,0,2,39,44
India,Andaman and Nicobar,Nicobar Islands,30,72679,47634,44925,587,236,499,39,66,228,228,74,6,325,354,37,0,0,5,0,0,0,2,39,44
India,Andaman and Nicobar,Nicobar Islands,50,72679,4467,443,587,233,498,389,65,2272,227,74,60,322,352,37,0,0,3,0,0,0,2,37,4
India,Andaman and Nicobar,Nicobar Islands,75,72679,35653,32843,587,23,492,365,62,2206,224,7,52,304,333,36,97,0,9,0,0,0,0,3,34
India,Andaman and Nicobar,North and Middle Andaman,0,340652,340652,340652,2600,8,22,60,85,354,487,350,428,268,200,42,66,87,938,38,88,238,60,70,55
India,Andaman and Nicobar,North and Middle Andaman,0,340652,3379,32908,2600,8,209,59,84,353,487,349,427,268,99,42,554,4,696,37,84,232,58,63,409
India,Andaman and Nicobar,North and Middle Andaman,5,340652,32279,30943,2600,7,209,59,84,352,487,348,426,268,99,42,553,40,688,37,84,232,58,63,406
India,Andaman and Nicobar,North and Middle Andaman,20,340652,3729,30545,2600,7,208,59,84,352,486,348,426,267,99,42,55,38,680,37,84,23,57,63,404
India,Andaman and Nicobar,North and Middle Andaman,25,340652,3350,309476,2600,7,208,59,84,352,486,347,426,267,99,42,550,37,677,37,84,23,57,63,402
India,Andaman and Nicobar,North and Middle Andaman,30,340652,30759,308793,2600,7,208,59,84,352,486,347,426,267,99,42,549,36,670,37,83,23,57,63,400
India,Andaman and Nicobar,North and Middle Andaman,50,340652,307354,302684,2600,6,20,57,84,346,483,34,42,264,97,42,54,29,632,36,82,229,57,6,382
India,Andaman and Nicobar,North and Middle Andaman,75,340652,2939,287344,2600,0,76,48,79,34,464,308,392,245,84,40,5,5,524,34,73,2,50,5,30
India,Andaman and Nicobar,South Andaman,0,247753,247753,247753,658,57,83,8,62,9,4,376,5,249,222,9,54,354,758,40,95,70,46,83,853
India,Andaman and Nicobar,South Andaman,0,247753,227298,22873,658,57,8,80,6,908,3,374,5,248,22,9,42,34,593,36,79,56,39,63,543
India,Andaman and Nicobar,South Andaman,5,247753,226922,227062,658,57,80,80,6,907,3,374,5,248,22,9,42,34,590,36,78,56,39,63,539
India,Andaman and Nicobar,South Andaman,20,247753,226644,226762,658,57,80,80,6,906,3,373,5,247,22,9,42,34,588,36,78,56,39,62,534
India,Andaman and Nicobar,South Andaman,25,247753,226404,226263,658,57,80,80,6,906,3,373,5,247,22,9,42,340,586,36,77,55,38,62,530
India,Andaman and Nicobar,South Andaman,30,247753,226008,225722,658,57,80,80,6,906,3,373,5,247,22,9,42,340,582,36,77,55,38,6,52
India,Andaman and Nicobar,South Andaman,50,247753,223904,22294,658,57,76,80,6,895,3,365,50,245,220,9,4,338,562,36,74,52,36,59,489
India,Andaman and Nicobar,South Andaman,75,247753,265,2379,658,55,65,79,59,850,0,335,46,239,208,9,39,333,503,33,57,40,29,46,358
India,Andhra Pradesh,Anantapur,0,922649,922649,922649,4,,,,,0,,0,0,0,0,3,7,34,6,0,0,0,0,0,0
India,Andhra Pradesh,Anantapur,0,922649,2952,83,4,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Anantapur,5,922649,558,360,4,0,0,,,0,,0,0,0,0,,,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Anantapur,20,922649,230,265,4,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Anantapur,25,922649,774,78,4,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Anantapur,30,922649,57,,4,0,0,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Anantapur,50,922649,74,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Anantapur,75,922649,4,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Chittoor,0,56880,56880,56880,28,76,39,48,54,3,39,52,72,68,8,8,9,299,75,,4,53,93,76,80
India,Andhra Pradesh,Chittoor,0,56880,47252,9890,28,62,26,3,33,2,20,26,38,46,5,56,29,33,7,3,27,2,49,37,25
India,Andhra Pradesh,Chittoor,5,56880,24769,77400,28,62,25,30,3,2,9,24,35,44,5,50,26,26,3,2,26,6,42,26,22
India,Andhra Pradesh,Chittoor,20,56880,2677,7420,28,6,24,29,29,,7,22,32,43,5,46,24,24,,2,24,5,39,23,20
India,Andhra Pradesh,Chittoor,25,56880,45,68764,28,57,22,25,26,,4,8,27,39,4,38,2,2,9,2,22,4,34,20,7
India,Andhra Pradesh,Chittoor,30,56880,883,56859,28,57,2,24,24,,3,7,26,39,4,36,20,2,6,,8,,28,6,3
India,Andhra Pradesh,Chittoor,50,56880,42085,8736,28,44,2,4,4,,6,9,3,27,3,9,,4,2,0,5,5,2,6,6
India,Andhra Pradesh,Chittoor,75,56880,3692,3674,28,34,6,8,7,0,3,4,2,5,0,4,4,0,0,0,0,0,0,0,0
India,Andhra Pradesh,East Godavari,0,75476,75476,75476,537,93,92,228,43,55,608,487,62,923,46,95,59,774,36,90,530,763,263,227,883
India,Andhra Pradesh,East Godavari,0,75476,364388,3437,537,9,88,23,387,486,570,455,995,888,448,24,540,620,952,797,288,476,936,90,700
India,Andhra Pradesh,East Godavari,5,75476,348790,3469,537,90,87,209,383,480,562,449,984,882,446,4,533,599,934,779,243,438,906,877,679
India,Andhra Pradesh,East Godavari,20,75476,34296,309933,537,90,87,205,38,475,555,444,975,878,444,7,529,590,925,772,227,424,892,864,670
India,Andhra Pradesh,East Godavari,25,75476,33569,30494,537,89,85,96,374,467,542,435,960,869,44,93,523,583,98,764,24,42,878,853,662
India,Andhra Pradesh,East Godavari,30,75476,30205,284237,537,89,85,94,372,465,538,432,955,864,439,88,53,547,879,70,34,357,835,808,622
India,Andhra Pradesh,East Godavari,50,75476,27236,2280,537,80,74,5,320,47,452,384,854,799,40,997,474,490,807,629,3,236,753,739,564
India,Andhra Pradesh,East Godavari,75,75476,36977,7873,537,59,29,3,22,326,28,27,554,57,302,639,320,237,406,275,463,640,379,398,285
India,Andhra Pradesh,Guntur,0,4089,4089,4089,2,72,0,94,34,5,54,22,62,87,47,26,62,66,26,2,7,,0,29,68
India,Andhra Pradesh,Guntur,0,4089,52907,257,2,64,90,80,26,4,44,75,53,54,6,8,30,4,,0,3,,,6,
India,Andhra Pradesh,Guntur,5,4089,4233,87937,2,63,90,79,25,4,43,73,52,46,4,6,30,3,,0,2,0,,5,
India,Andhra Pradesh,Guntur,20,4089,37463,85543,2,6,89,76,24,4,39,69,49,4,5,4,29,3,,0,,0,0,5,
India,Andhra Pradesh,Guntur,25,4089,3894,774,2,60,87,75,23,4,37,66,47,38,3,3,28,3,,0,,0,0,5,
India,Andhra Pradesh,Guntur,30,4089,23783,57053,2,59,87,75,23,4,36,66,45,35,3,2,27,2,,0,0,0,0,4,0
India,Andhra Pradesh,Guntur,50,4089,9805,5056,2,44,74,67,20,3,25,35,32,20,83,4,9,,0,0,0,0,0,,0
India,Andhra Pradesh,Guntur,75,4089,475,605,2,28,56,30,5,,4,20,5,8,3,,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Krishna,0,86607,86607,86607,57,20,6,62,5,39,55,75,92,7,63,55,28,265,226,68,432,392,583,660,25
India,Andhra Pradesh,Krishna,0,86607,52027,78638,57,6,2,36,39,9,29,39,4,42,39,72,56,37,47,2,76,53,99,6,24
India,Andhra Pradesh,Krishna,5,86607,33955,5770,57,6,2,33,37,7,26,36,38,39,35,65,5,28,37,9,60,40,75,8,7
India,Andhra Pradesh,Krishna,20,86607,395,4942,57,6,2,3,35,7,25,33,36,35,34,6,48,27,36,8,57,36,73,75,7
India,Andhra Pradesh,Krishna,25,86607,27342,43558,57,5,,26,32,3,2,28,28,30,3,50,39,24,30,7,50,3,60,6,3
India,Andhra Pradesh,Krishna,30,86607,7233,32054,57,5,,25,3,2,20,27,26,29,30,47,37,8,4,,8,6,6,6,3
India,Andhra Pradesh,Krishna,50,86607,8030,9230,57,,8,,7,4,6,8,4,7,8,2,3,5,0,0,7,,,0,
India,Andhra Pradesh,Krishna,75,86607,268,924,57,7,4,4,0,,2,2,0,,6,,2,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Kurnool,0,777836,777836,777836,5,28,9,9,8,2,,2,26,30,3,3,26,39,20,0,0,0,0,,0
India,Andhra Pradesh,Kurnool,0,777836,4253,80057,5,7,8,3,6,8,6,5,4,20,2,,6,4,5,0,0,0,0,,0
India,Andhra Pradesh,Kurnool,5,777836,95864,60243,5,5,8,3,6,8,5,4,2,3,2,,6,3,4,0,0,0,0,,0
India,Andhra Pradesh,Kurnool,20,777836,8686,58403,5,4,8,3,5,7,5,4,,2,2,,5,2,4,0,0,0,0,,0
India,Andhra Pradesh,Kurnool,25,777836,75850,53557,5,3,7,,4,6,4,3,0,,2,,4,2,4,0,0,0,0,,0
India,Andhra Pradesh,Kurnool,30,777836,59574,40932,5,2,7,,4,6,4,3,0,,2,,3,,3,0,0,0,0,,0
India,Andhra Pradesh,Kurnool,50,777836,2967,754,5,8,4,7,2,5,3,,2,,,0,,0,,0,0,0,0,0,0
India,Andhra Pradesh,Kurnool,75,777836,658,377,5,5,2,3,0,2,,0,,,0,0,0,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Nellore,0,30782,30782,30782,480,66,2,23,29,,30,4,27,27,3,3,40,3,37,25,5,84,39,67,205
India,Andhra Pradesh,Nellore,0,30782,46894,5994,480,62,8,20,26,0,26,35,2,22,3,4,9,2,2,,,4,9,9,6
India,Andhra Pradesh,Nellore,5,30782,37248,3987,480,6,8,20,26,0,25,32,20,2,3,3,9,,,0,,3,9,8,6
India,Andhra Pradesh,Nellore,20,30782,3347,3805,480,60,7,20,25,0,25,32,9,20,3,3,8,,,0,,3,8,7,5
India,Andhra Pradesh,Nellore,25,30782,27506,3474,480,59,7,9,24,0,24,28,8,9,3,2,8,,,0,,3,7,7,5
India,Andhra Pradesh,Nellore,30,30782,20837,2823,480,58,7,9,24,0,24,27,7,9,3,2,8,0,,0,,3,7,6,5
India,Andhra Pradesh,Nellore,50,30782,8093,876,480,50,2,4,7,8,8,6,0,3,2,7,5,0,,0,0,,2,4,2
India,Andhra Pradesh,Nellore,75,30782,37,868,480,3,6,5,5,2,9,5,3,6,,3,3,0,0,0,0,,0,,
India,Andhra Pradesh,Prakasam,0,779564,779564,779564,58,83,77,34,27,3,20,37,38,39,5,36,74,5,86,4,28,6,52,80,66
India,Andhra Pradesh,Prakasam,0,779564,57609,22046,58,63,56,24,9,8,2,22,25,26,3,2,29,0,0,0,,0,2,2,0
India,Andhra Pradesh,Prakasam,5,779564,28930,9062,58,6,54,23,8,7,,2,23,25,3,2,26,8,7,0,,0,,2,0
India,Andhra Pradesh,Prakasam,20,779564,7239,8697,58,59,53,22,8,7,9,20,23,24,3,20,25,7,6,0,,0,,2,0
India,Andhra Pradesh,Prakasam,25,779564,99036,80608,58,54,47,2,6,6,8,9,9,2,3,8,23,6,6,0,,0,,2,0
India,Andhra Pradesh,Prakasam,30,779564,79027,62790,58,53,46,20,6,6,8,9,9,2,3,8,2,4,5,0,0,0,0,,0
India,Andhra Pradesh,Prakasam,50,779564,28269,2044,58,27,20,4,0,5,4,,0,0,2,9,9,,2,0,0,0,0,0,0
India,Andhra Pradesh,Prakasam,75,779564,879,923,58,9,4,3,3,2,,3,,,0,,3,0,0,0,0,0,0,0,0
India,Andhra Pradesh,Srikakulam,0,627635,627635,627635,49,44,2,66,72,37,72,7,88,77,52,6,28,73,39,67,3,329,4069,52,227
India,Andhra Pradesh,Srikakulam,0,627635,58688,33929,49,43,,59,64,28,59,48,65,67,43,84,92,66,90,43,96,235,76,45,9
India,Andhra Pradesh,Srikakulam,5,627635,5264,27047,49,43,,58,63,28,58,46,64,66,42,8,88,57,85,39,78,24,830,40,0
India,Andhra Pradesh,Srikakulam,20,627635,47762,26277,49,43,,57,63,27,56,44,6,65,39,78,86,52,82,37,69,207,698,38,4
India,Andhra Pradesh,Srikakulam,25,627635,43946,24572,49,43,,57,62,27,55,42,60,64,39,77,84,47,80,36,63,204,523,35,0
India,Andhra Pradesh,Srikakulam,30,627635,32693,2028,49,43,0,57,62,26,54,40,58,63,38,73,80,37,72,3,43,84,327,3,85
India,Andhra Pradesh,Srikakulam,50,627635,7475,6323,49,4,7,49,47,8,37,2,37,5,28,5,60,25,5,22,0,32,5,4,55
India,Andhra Pradesh,Srikakulam,75,627635,792,4,49,37,2,32,25,7,9,53,4,27,2,22,24,2,2,,4,9,8,0,2
India,Andhra Pradesh,Visakhapatnam,0,3792,3792,3792,50,366,230,868,603,609,720,90,458,248,35,366,686,472,58,775,2400,307,2620,3374,2787
India,Andhra Pradesh,Visakhapatnam,0,3792,397625,36468,50,35,25,820,564,543,620,80,38,75,296,23,472,538,928,374,2,250,893,0,662
India,Andhra Pradesh,Visakhapatnam,5,3792,365640,28340,50,350,23,80,557,535,609,789,299,60,29,22,459,483,865,336,922,63,839,924,583
India,Andhra Pradesh,Visakhapatnam,20,3792,35079,275387,50,350,2,807,554,530,603,783,289,54,288,205,45,457,833,320,878,23,80,885,550
India,Andhra Pradesh,Visakhapatnam,25,3792,33553,263658,50,348,20,80,547,525,589,776,277,43,285,93,443,432,797,30,832,88,786,847,57
India,Andhra Pradesh,Visakhapatnam,30,3792,300879,24668,50,347,20,797,544,52,584,770,269,35,282,82,43,369,705,250,723,0,77,752,445
India,Andhra Pradesh,Visakhapatnam,50,3792,229460,403,50,35,8,680,460,428,452,633,99,998,245,25,364,246,50,65,522,797,574,557,38
India,Andhra Pradesh,Visakhapatnam,75,3792,83327,33527,50,245,24,427,248,26,29,334,638,595,4,598,207,64,0,3,9,236,20,2,2
India,Andhra Pradesh,Vizianagaram,0,572603,572603,572603,36,37,29,204,96,78,8,209,242,23,63,235,64,279,292,,494,490,344,570,530
India,Andhra Pradesh,Vizianagaram,0,572603,84497,58790,36,30,22,76,70,5,77,25,5,92,47,53,94,94,70,68,273,273,85,265,256
India,Andhra Pradesh,Vizianagaram,5,572603,74002,48364,36,29,22,72,68,50,75,2,48,90,44,48,90,82,55,64,258,254,75,248,232
India,Andhra Pradesh,Vizianagaram,20,572603,69044,46937,36,29,2,70,67,48,72,7,44,89,43,45,88,76,47,6,244,239,67,234,222
India,Andhra Pradesh,Vizianagaram,25,572603,63624,44404,36,28,20,66,66,47,69,4,40,88,42,4,87,7,40,58,235,229,6,225,22
India,Andhra Pradesh,Vizianagaram,30,572603,4947,37843,36,28,20,65,66,47,68,2,37,86,4,39,82,54,2,5,204,200,40,20,82
India,Andhra Pradesh,Vizianagaram,50,572603,26628,989,36,8,,8,38,25,34,62,8,55,26,82,52,32,8,35,28,24,88,8,4
India,Andhra Pradesh,Vizianagaram,75,572603,958,73,36,9,2,42,9,7,6,4,2,3,6,2,3,2,6,3,6,5,4,4,3
India,Andhra Pradesh,West Godavari,0,775702,775702,775702,59,48,22,236,89,60,55,93,537,479,45,93,350,538,500,348,735,479,508,869,377
India,Andhra Pradesh,West Godavari,0,775702,86546,8863,59,38,79,62,45,6,84,7,39,3,85,777,74,80,223,62,236,37,95,239,92
India,Andhra Pradesh,West Godavari,5,775702,75404,7224,59,36,73,46,35,0,76,99,294,286,80,738,60,63,84,46,209,8,78,82,77
India,Andhra Pradesh,West Godavari,20,775702,736,70243,59,33,63,33,29,9,65,9,262,266,74,705,50,43,67,39,93,9,68,48,7
India,Andhra Pradesh,West Godavari,25,775702,69888,66283,59,29,52,9,9,83,56,80,232,25,69,670,39,32,53,3,76,97,57,6,65
India,Andhra Pradesh,West Godavari,30,775702,60575,58435,59,29,50,3,8,8,53,79,225,239,67,65,27,82,2,2,7,64,34,75,46
India,Andhra Pradesh,West Godavari,50,775702,5293,4205,59,,,45,5,43,9,3,93,9,36,456,69,46,63,6,63,35,26,39,30
India,Andhra Pradesh,West Godavari,75,775702,20885,4902,59,3,3,5,6,8,6,5,8,25,3,32,4,5,6,5,7,6,9,,7
India,Andhra Pradesh,Y.S.R.,0,54967,54967,54967,9,59,7,,20,2,6,23,5,9,0,6,20,4,44,7,8,,38,2,24
India,Andhra Pradesh,Y.S.R.,0,54967,5006,42230,9,53,3,0,6,2,3,8,9,3,0,7,7,8,2,,5,0,0,5,3
India,Andhra Pradesh,Y.S.R.,5,54967,9853,6992,9,52,3,9,6,2,3,8,8,2,0,6,6,4,0,0,5,0,8,5,3
India,Andhra Pradesh,Y.S.R.,20,54967,684,3875,9,52,3,9,5,2,3,7,8,2,0,6,6,3,9,0,5,0,7,5,3
India,Andhra Pradesh,Y.S.R.,25,54967,88887,97976,9,48,2,9,4,2,,6,6,,0,5,4,2,8,0,4,0,6,5,3
India,Andhra Pradesh,Y.S.R.,30,54967,696,78628,9,47,2,9,4,2,,6,6,,0,5,4,,6,0,2,0,5,4,3
India,Andhra Pradesh,Y.S.R.,50,54967,3042,23899,9,36,9,8,2,2,9,3,4,8,0,4,2,0,2,0,,0,,2,2
India,Andhra Pradesh,Y.S.R.,75,54967,3204,5020,9,2,5,7,8,2,5,9,3,4,0,2,,0,0,0,0,0,0,0,
India,Arunachal Pradesh,Anjaw,0,65942,65942,65942,869,36,7,96,260,90,28,22,63,322,26,45,97,46,33,48,340,444,246,378,44
India,Arunachal Pradesh,Anjaw,0,65942,4407,38864,869,7,66,89,250,78,200,7,48,300,7,27,77,8,246,2,249,35,60,250,245
India,Arunachal Pradesh,Anjaw,5,65942,405334,380686,869,5,66,89,249,77,98,6,47,299,6,26,76,6,238,9,243,306,53,240,236
India,Arunachal Pradesh,Anjaw,20,65942,40383,379849,869,5,66,88,248,77,97,6,47,298,6,26,75,5,236,9,240,302,5,237,233
India,Arunachal Pradesh,Anjaw,25,65942,403297,372236,869,5,66,88,247,77,95,5,46,297,5,25,75,5,234,8,239,30,49,235,23
India,Arunachal Pradesh,Anjaw,30,65942,398495,369756,869,4,65,87,245,76,94,4,45,295,4,24,74,3,23,7,236,294,44,230,227
India,Arunachal Pradesh,Anjaw,50,65942,353533,28702,869,6,63,83,233,66,76,97,36,277,5,8,66,9,28,3,222,269,28,208,204
India,Arunachal Pradesh,Anjaw,75,65942,266232,27535,869,84,55,72,98,35,35,80,6,229,83,99,46,87,67,83,76,205,88,47,49
India,Arunachal Pradesh,Changlang,0,50366,50366,50366,2788,62,42,582,835,635,98,892,235,84,64,2278,280,9,25,24,585,778,975,2,464
India,Arunachal Pradesh,Changlang,0,50366,4442,4390,2788,603,46,576,824,628,9,885,228,8,60,2266,257,876,90,98,508,704,938,28,354
India,Arunachal Pradesh,Changlang,5,50366,44625,435584,2788,60,44,575,89,626,908,883,225,80,609,2262,253,873,84,975,50,695,933,2,345
India,Arunachal Pradesh,Changlang,20,50366,440820,434995,2788,600,44,574,86,626,908,882,224,80,608,2260,25,87,8,972,496,692,93,8,342
India,Arunachal Pradesh,Changlang,25,50366,4402,432970,2788,598,44,573,84,625,907,88,223,80,608,2259,249,868,79,97,493,690,929,6,338
India,Arunachal Pradesh,Changlang,30,50366,438332,43075,2788,595,43,572,8,624,906,880,22,80,607,2256,245,866,75,968,488,685,926,0,334
India,Arunachal Pradesh,Changlang,50,50366,427862,44008,2788,582,406,558,783,6,889,867,99,72,598,2207,29,853,49,948,449,655,90,982,303
India,Arunachal Pradesh,Changlang,75,50366,404608,38272,2788,55,37,484,668,555,87,808,90,8,538,947,79,788,33,86,302,508,87,874,65
India,Arunachal Pradesh,Dibang Valley,0,75403,75403,75403,46,54,55,45,48,46,62,5,75,73,33,93,64,38,2,55,45,58,6,49,5
India,Arunachal Pradesh,Dibang Valley,0,75403,405289,39690,46,33,50,32,35,26,3,44,4,46,2,63,54,23,49,29,34,94,93,88,74
India,Arunachal Pradesh,Dibang Valley,5,75403,39736,387878,46,32,49,3,34,26,3,43,4,45,20,62,53,2,46,28,33,88,9,85,72
India,Arunachal Pradesh,Dibang Valley,20,75403,39609,386798,46,3,49,3,33,26,3,42,40,44,20,62,52,2,46,27,33,88,9,84,7
India,Arunachal Pradesh,Dibang Valley,25,75403,39575,377384,46,3,49,3,33,26,30,42,40,44,20,62,52,2,46,27,32,87,9,84,7
India,Arunachal Pradesh,Dibang Valley,30,75403,3982,373790,46,3,48,30,33,26,30,42,40,44,20,62,5,20,45,26,32,86,90,83,70
India,Arunachal Pradesh,Dibang Valley,50,75403,35056,295465,46,2,43,27,27,7,20,25,3,30,5,44,45,9,4,22,28,73,87,75,65
India,Arunachal Pradesh,Dibang Valley,75,75403,26699,23028,46,0,26,20,5,8,2,4,20,2,7,2,36,4,26,,7,50,69,54,5
India,Arunachal Pradesh,East Kameng,0,40967,40967,40967,758,42,66,249,733,95,408,938,45,665,67,88,2,775,83,282,793,2025,68,86,44
India,Arunachal Pradesh,East Kameng,0,40967,393463,390,758,46,65,246,724,93,403,932,445,660,66,77,7,688,32,96,504,688,49,736,980
India,Arunachal Pradesh,East Kameng,5,40967,39729,388685,758,45,64,245,720,92,402,929,444,659,66,77,64,667,2,6,465,639,38,74,955
India,Arunachal Pradesh,East Kameng,20,40967,3999,388226,758,44,64,245,78,92,40,927,443,657,65,77,62,662,994,48,453,625,37,709,948
India,Arunachal Pradesh,East Kameng,25,40967,390795,38699,758,44,64,244,76,92,40,926,443,657,65,76,60,659,987,40,443,64,362,705,942
India,Arunachal Pradesh,East Kameng,30,40967,39045,38559,758,43,64,244,74,92,399,926,442,655,65,76,57,654,980,30,430,597,350,698,934
India,Arunachal Pradesh,East Kameng,50,40967,383974,37474,758,406,6,237,694,88,389,9,436,647,62,7,22,65,9,948,339,479,257,647,869
India,Arunachal Pradesh,East Kameng,75,40967,354588,327075,758,352,39,207,604,7,340,836,392,60,46,56,854,433,643,624,972,60,885,445,622
India,Arunachal Pradesh,East Siang,0,36698,36698,36698,3988,693,62,69,348,966,948,642,29,35,46,587,874,592,740,784,620,458,59,94,763
India,Arunachal Pradesh,East Siang,0,36698,298437,298766,3988,688,609,688,338,966,945,640,27,350,46,585,86,500,627,693,434,236,725,764,647
India,Arunachal Pradesh,East Siang,5,36698,295068,293573,3988,684,606,685,330,965,943,639,26,350,460,584,83,495,62,685,42,222,699,737,632
India,Arunachal Pradesh,East Siang,20,36698,29386,292735,3988,682,604,684,329,965,943,638,25,350,460,584,8,492,64,680,404,25,68,74,69
India,Arunachal Pradesh,East Siang,25,36698,292437,290805,3988,680,602,682,324,964,94,638,24,349,460,583,809,488,609,676,395,207,672,702,60
India,Arunachal Pradesh,East Siang,30,36698,29040,28847,3988,679,602,680,322,964,94,637,24,349,460,583,808,483,604,669,379,95,653,686,600
India,Arunachal Pradesh,East Siang,50,36698,28290,276983,3988,645,584,666,295,958,930,627,2,346,456,578,79,454,565,62,275,95,58,624,542
India,Arunachal Pradesh,East Siang,75,36698,26387,247962,3988,60,548,642,20,930,88,583,65,327,436,546,738,36,44,484,976,830,43,502,407
India,Arunachal Pradesh,Kurung Kumey,0,57290,57290,57290,687,22,54,96,3,79,24,260,70,208,67,27,282,378,444,4,73,887,68,393,57
India,Arunachal Pradesh,Kurung Kumey,0,57290,45323,439,687,26,50,93,29,78,20,255,64,203,65,27,265,38,367,343,62,74,564,323,488
India,Arunachal Pradesh,Kurung Kumey,5,57290,44906,43495,687,24,48,92,27,78,209,254,63,202,65,27,264,33,36,334,598,722,552,37,480
India,Arunachal Pradesh,Kurung Kumey,20,57290,44822,43463,687,23,47,92,27,78,208,253,63,20,65,27,26,308,355,329,59,75,547,33,475
India,Arunachal Pradesh,Kurung Kumey,25,57290,447968,427864,687,22,47,92,27,78,208,253,62,20,65,27,26,305,354,328,590,72,545,32,473
India,Arunachal Pradesh,Kurung Kumey,30,57290,44577,424968,687,22,46,9,26,78,208,253,6,200,64,27,260,303,352,326,585,708,540,30,470
India,Arunachal Pradesh,Kurung Kumey,50,57290,424953,38524,687,209,42,85,23,77,203,249,56,97,62,26,246,288,335,304,560,67,59,297,454
India,Arunachal Pradesh,Kurung Kumey,75,57290,357685,306684,687,86,24,64,9,70,8,224,37,79,57,24,23,224,240,226,433,50,403,23,366
India,Arunachal Pradesh,Lohit,0,344025,344025,344025,3990,564,4,608,2295,436,707,57,764,308,764,305,3768,87,378,277,2304,2469,309,55,298
India,Arunachal Pradesh,Lohit,0,344025,278286,2767,3990,556,406,60,2239,430,70,44,758,298,759,3028,362,758,309,28,22,29,93,979,856
India,Arunachal Pradesh,Lohit,5,344025,275387,27662,3990,550,404,598,29,424,697,35,756,295,755,307,3586,755,305,25,22,28,87,958,842
India,Arunachal Pradesh,Lohit,20,344025,274296,270962,3990,549,404,598,278,423,696,32,755,294,754,305,3578,753,302,23,205,273,84,95,833
India,Arunachal Pradesh,Lohit,25,344025,273247,268776,3990,546,403,596,247,420,694,30,754,292,752,3009,3562,75,300,2,200,266,8,946,826
India,Arunachal Pradesh,Lohit,30,344025,2756,266067,3990,544,403,595,23,49,693,28,753,29,75,3005,355,748,297,208,209,260,75,935,84
India,Arunachal Pradesh,Lohit,50,344025,260804,2493,3990,528,390,583,990,399,67,998,740,272,736,2957,344,733,270,90,2035,209,4,892,747
India,Arunachal Pradesh,Lohit,75,344025,237200,28420,3990,475,36,535,74,357,60,928,697,20,684,2785,362,685,95,23,896,996,68,798,604
India,Arunachal Pradesh,Longding,0,93352,93352,93352,364,787,528,373,877,73,5,370,428,287,7,756,636,555,283,2697,2933,3689,734,744,98
India,Arunachal Pradesh,Longding,0,93352,8006,80228,364,782,52,37,87,727,508,368,424,284,69,57,423,87,898,866,2004,2548,96,4,2
India,Arunachal Pradesh,Longding,5,93352,7953,7889,364,780,58,370,868,726,506,366,422,284,68,504,43,7,866,84,976,256,77,996,993
India,Arunachal Pradesh,Longding,20,93352,7944,78466,364,779,57,369,867,725,505,365,42,284,68,485,405,60,847,826,957,2487,62,983,98
India,Arunachal Pradesh,Longding,25,93352,78807,7757,364,778,57,369,866,724,505,365,42,283,67,477,398,49,824,809,938,2458,50,967,964
India,Arunachal Pradesh,Longding,30,93352,78346,7644,364,778,56,368,862,723,504,363,420,283,67,47,393,37,804,788,98,2434,36,952,948
India,Arunachal Pradesh,Longding,50,93352,74487,7552,364,769,52,366,850,74,499,356,42,278,64,409,35,27,543,547,675,22,863,777,792
India,Arunachal Pradesh,Longding,75,93352,63632,57999,364,77,467,348,748,645,45,34,367,248,48,350,27,763,70,0,22,449,549,478,529
